Timestamp,Offset (s),Max Error (s)
2025-02-17 09:48:26,0.048043,0.028469
2025-02-17 10:18:27,0.041014,0.066671
2025-02-17 10:48:27,0.03602,0.048212
2025-02-17 11:18:27,0.121894,0.081195
2025-02-17 11:48:27,0.156846,0.108413
2025-02-17 12:18:28,0.162267,0.109532
2025-02-17 12:48:28,0.096993,0.046668
2025-02-17 13:18:28,0.094712,0.047347
