Timestamp,Offset (s),Max Error (s)
2025-02-20 08:40:29,8.4e-05,0.000169
2025-02-20 09:40:29,0.014344,0.000174
2025-02-20 10:40:29,0.013847,0.000167
2025-02-20 11:40:29,0.014421,0.000175
2025-02-20 12:40:29,0.013325,0.000174
2025-02-20 13:40:29,0.012986,0.000173
2025-02-20 14:40:29,0.01739,0.000173
2025-02-20 15:40:29,0.018647,0.00017
