Timestamp,Current
1741894088.907263,0.116
1741894088.912116,0.116
1741894088.9169598,0.082
1741894088.921797,0.082
1741894088.9266384,0.09
1741894088.9314754,0.135
1741894088.9363112,0.135
1741894088.9411514,0.084
1741894088.9459972,0.084
1741894088.9508421,0.094
1741894088.955679,0.094
1741894088.9605184,0.135
1741894088.9653647,0.084
1741894088.9702013,0.084
1741894088.975037,0.10400000000000001
1741894088.9798746,0.10400000000000001
1741894088.984712,0.10300000000000001
1741894088.9895496,0.076
1741894088.9943874,0.076
1741894088.9992228,0.08700000000000001
1741894089.0040603,0.08700000000000001
1741894089.0089004,0.10200000000000001
1741894089.013739,0.10200000000000001
1741894089.0185757,0.10400000000000001
1741894089.023412,0.10300000000000001
1741894089.028251,0.10300000000000001
1741894089.0330873,0.099
1741894089.0379233,0.099
