Timestamp,Current
1741461097.238591,0.036000000000000004
1741461097.2434297,0.039
1741461097.2482598,0.039
1741461097.2530887,0.039
1741461097.2579162,0.039
1741461097.2627456,0.039
1741461097.2675745,0.038
1741461097.2724028,0.038
1741461097.2772305,0.036000000000000004
1741461097.282059,0.036000000000000004
1741461097.2868874,0.036000000000000004
1741461097.2917163,0.036000000000000004
1741461097.296545,0.036000000000000004
1741461097.3013737,0.036000000000000004
1741461097.306203,0.036000000000000004
1741461097.3110316,0.036000000000000004
1741461097.3158598,0.036000000000000004
1741461097.3206887,0.036000000000000004
1741461097.325517,0.036000000000000004
1741461097.3303456,0.036000000000000004
1741461097.3351738,0.036000000000000004
1741461097.3400023,0.036000000000000004
1741461097.344831,0.036000000000000004
1741461097.349659,0.036000000000000004
1741461097.354488,0.036000000000000004
1741461097.359316,0.038
1741461097.3641436,0.038
1741461097.3689716,0.038
1741461097.3737993,0.036000000000000004
1741461097.3786275,0.036000000000000004
1741461097.383456,0.036000000000000004
1741461097.388285,0.036000000000000004
1741461097.3931143,0.036000000000000004
1741461097.3979423,0.036000000000000004
1741461097.402771,0.038
1741461097.4076025,0.036000000000000004
1741461097.4124343,0.036000000000000004
1741461097.4172626,0.036000000000000004
1741461097.4220912,0.036000000000000004
1741461097.4269197,0.036000000000000004
1741461097.4317484,0.036000000000000004
1741461097.4365766,0.036000000000000004
1741461097.4414048,0.036000000000000004
1741461097.4462333,0.036000000000000004
1741461097.4510624,0.036000000000000004
1741461097.4558902,0.036000000000000004
1741461097.4607186,0.038
1741461097.4655461,0.038
1741461097.4703739,0.038
1741461097.4752016,0.036000000000000004
1741461097.480029,0.036000000000000004
1741461097.4848576,0.037
1741461097.4896858,0.037
1741461097.494513,0.056
1741461097.4993405,0.067
1741461097.5041683,0.067
1741461097.508996,0.08
1741461097.5138235,0.08
1741461097.5186508,0.115
1741461097.523479,0.115
1741461097.5283072,0.036000000000000004
1741461097.5331507,0.036000000000000004
1741461097.5379834,0.036000000000000004
1741461097.5428116,0.036000000000000004
1741461097.5476408,0.036000000000000004
1741461097.55247,0.036000000000000004
1741461097.5572982,0.036000000000000004
1741461097.5621266,0.037
1741461097.5669541,0.038
1741461097.571782,0.038
1741461097.5766096,0.036000000000000004
1741461097.5814376,0.036000000000000004
