Timestamp,AoI
8990.678917063,0.008358330000191927
8991.707938103,0.037229990999549045
8992.694134235,0.023313292000239016
8993.682762395,0.011822304999441258
8994.669305047,-0.0017480219994467916
8995.677602063,0.006380385000738897
8996.661764485,-0.009573802000886644
8997.673872127,0.0023750269992888207
8998.687259294,0.01565999199920043
8999.678363318,0.006603055000596214
9000.677045816,0.005163203000847716
9001.686515932,0.01452889500069432
9002.685759581,0.013652842999363202
9003.687891187,0.015625247000571107
9004.686696206,0.014325396999993245
9005.683243254,0.0107025209999847
9006.68151292,0.008855281999785802
9007.671820314,-0.0009372289987368276
9008.664230846,-0.008682695999596035
9009.686181087,0.013161306998881628
9010.673006358,-0.000112216999696102
9011.685786527,0.012560862000100315
9012.702017228,0.028622898000321584
9013.682814532,0.009313055999882636
9014.674002025,0.00034662500002013985
9015.664975425,-0.008787306000158424
9016.665082139,-0.00877853500060155
9017.665210982,-0.00875993099907646
9018.665645772,-0.0085108980001678
9019.665748728,-0.008523476999471313
9020.665576572,-0.008802389998891158
9021.665905158,-0.008637542998258141
9022.665928652,-0.008718028999282978
9023.666049702,-0.008754235999731463
9024.666622272,-0.008297627000501961
9025.666340636,-0.00868185400031507
9026.666376797,-0.008748893998927088
9027.66713661,-0.00814293099938368
9028.666571103,-0.008807972999420599
9029.666932823,-0.008605011000327067
9030.666978041,-0.008677661000547232
9031.667033186,-0.00879297699975723
9032.668023076,-0.00791204800043488
9033.667454608,-0.00858138500007044
9034.667517199,-0.008700292000867194
9035.667647753,-0.008683772999575012
9036.667756492,-0.008795717001703451
9037.668065159,-0.008610103999671992
9038.668123899,-0.008659621000333573
9039.668146621,-0.008826842000416946
9040.668412066,-0.008665950001159217
9041.668467085,-0.008801632999166031
9042.668790717,-0.00859053599924664
9043.669053385,-0.008508311000696267
9044.668950275,-0.008722308000869816
9045.668986518,-0.008787673999904655
9046.669137279,-0.008815021999907913
9047.669288727,-0.008772516999670188
9048.669940065,-0.008293046999824583
9049.671742816,-0.006592868001462193
9050.669678904,-0.008833629999571713
9051.669913761,-0.008705382000698592
9052.669961821,-0.008755376000408432
9053.670110363,-0.008820553999612457
9054.670710203,-0.008355861000381992
9055.670536912,-0.008724815999812563
9056.670661177,-0.008711160999155254
9057.670787442,-0.00876802299899282
9058.671039135,-0.008687605999512016
9059.671254402,-0.008584671000789967
9060.671293612,-0.008738661999814212
9061.671558713,-0.008581559999583988
9062.671489906,-0.008803345999695011
9063.674405685,-0.0059893620000366354
9064.671691405,-0.008859751000272809
