Timestamp,AoI
1741708542.826776,0.005752086639404297
1741708542.834246,0.0030448436737060547
1741708542.843708,0.0024099349975585938
1741708542.852862,0.0014328956604003906
1741708542.863919,0.0023949146270751953
1741708542.872869,0.0011870861053466797
1741708542.883184,0.0014140605926513672
1741708542.894501,0.002605915069580078
1741708542.903309,0.0013279914855957031
1741708542.913349,0.0012469291687011719
1741708542.92348,0.0012929439544677734
1741708542.933498,0.0011878013610839844
1741708542.944855,0.0024590492248535156
1741708542.953724,0.0012059211730957031
1741708542.963904,0.0012998580932617188
1741708542.97419,0.001461029052734375
1741708542.984298,0.001483917236328125
1741708542.994146,0.0012111663818359375
1741708543.004442,0.0014219284057617188
1741708543.017943,0.004799842834472656
1741708543.0278,0.004572153091430664
1741708543.03468,0.0013279914855957031
1741708543.044871,0.0014331340789794922
1741708543.055224,0.0016598701477050781
1741708543.064989,0.0013391971588134766
1741708543.075312,0.0015399456024169922
1741708543.085922,0.002064943313598633
1741708543.095499,0.0015180110931396484
1741708543.10549,0.001422882080078125
1741708543.115386,0.0011949539184570312
1741708543.125615,0.001338958740234375
1741708543.139436,0.0050389766693115234
1741708543.14669,0.0022068023681640625
1741708543.155809,0.0012049674987792969
1741708543.166091,0.0014009475708007812
1741708543.176006,0.001194000244140625
1741708543.186217,0.0013201236724853516
1741708543.197205,0.0021860599517822266
1741708543.206427,0.0013279914855957031
1741708543.216431,0.0012090206146240234
1741708543.226662,0.0013549327850341797
1741708543.236707,0.0012788772583007812
1741708543.24677,0.0012619495391845703
1741708543.256833,0.0012061595916748047
1741708543.267102,0.0013899803161621094
1741708543.277017,0.001184225082397461
1741708543.287213,0.0012941360473632812
1741708543.30085,0.004809856414794922
1741708543.307701,0.0015749931335449219
1741708543.31776,0.0015110969543457031
1741708543.327701,0.001371145248413086
1741708543.337676,0.0012280941009521484
1741708543.347875,0.0013360977172851562
1741708543.357787,0.0011630058288574219
1741708543.368088,0.0013780593872070312
1741708543.378298,0.0015079975128173828
1741708543.388366,0.0014960765838623047
1741708543.398114,0.0011649131774902344
1741708543.40941,0.002377033233642578
1741708543.41853,0.0014190673828125
1741708543.42837,0.001180887222290039
1741708543.438953,0.0016808509826660156
1741708543.448753,0.0014011859893798828
1741708543.458764,0.0013360977172851562
1741708543.470487,0.0029790401458740234
1741708543.479177,0.0015850067138671875
1741708543.489274,0.0016019344329833984
1741708543.498932,0.001180887222290039
1741708543.513903,0.0060689449310302734
1741708543.519336,0.001425027847290039
1741708543.530601,0.0026099681854248047
1741708543.539177,0.0011069774627685547
1741708543.549328,0.0011830329895019531
1741708543.559554,0.0013341903686523438
1741708543.569681,0.0013408660888671875
1741708543.579795,0.001367807388305664
1741708543.589913,0.0013589859008789062
1741708543.600158,0.0015230178833007812
1741708543.61019,0.0014328956604003906
1741708543.620219,0.0013759136199951172
1741708543.631241,0.0022749900817871094
1741708543.640827,0.0017800331115722656
1741708543.650517,0.0013470649719238281
1741708543.66063,0.0013740062713623047
1741708543.670545,0.0011670589447021484
1741708543.681895,0.002429962158203125
1741708543.690998,0.0014431476593017578
1741708543.702021,0.0023458003997802734
1741708543.711719,0.001959085464477539
1741708543.721034,0.0011551380157470703
1741708543.731291,0.0013251304626464844
1741708543.741226,0.0011379718780517578
1741708543.754367,0.0041980743408203125
1741708543.762741,0.0024521350860595703
1741708543.771873,0.0014960765838623047
1741708543.781728,0.0012280941009521484
1741708543.792062,0.0014791488647460938
1741708543.801828,0.0011229515075683594
1741708543.814804,0.004000186920166016
1741708543.822118,0.0011920928955078125
1741708543.832423,0.001416921615600586
