Timestamp,AoI
8104.122561932,-0.010544109999500506
8105.123736611,-0.009510382999906142
8106.123747449,-0.009690824000244902
8107.124618124,-0.008935854999435833
8108.124061327,-0.009592319999683241
8109.126122747,-0.007692189999943366
8110.125545707,-0.008382168999560236
8111.125455835,-0.008642091000183427
8112.125487602,-0.008735503999560024
8113.12609332,-0.00823733600009291
8114.125974591,-0.008511875000294822
8115.126040511,-0.008551375000024564
8116.125956078,-0.008725247000256786
8117.12608961,-0.008705413999450684
8118.126244456,-0.008734914000342542
8119.126357691,-0.008727711000574345
8120.12646624,-0.008766230999754043
8121.12734159,-0.008004320000509324
8122.126829989,-0.00866656400012289
8123.126932502,-0.00867652699980681
8124.12726696,-0.00845074900007603
8125.12718975,-0.008685009000146238
8126.127312504,-0.008667713000249933
8127.129251913,-0.00683007599945995
8128.12751827,-0.00866210299955128
8129.127558931,-0.008720417999938945
8130.127795482,-0.008651899000142294
8131.127867365,-0.008688769999935175
8132.128219676,-0.008477046999360027
8133.129278767,-0.007524450000346405
8134.12823959,-0.0086661590003132
8135.128322307,-0.008756288999393291
8136.130425458,-0.006767855000362033
8137.128872298,-0.00846506500056421
8138.129366739,-0.008075323000412027
8139.129532956,-0.008049414999732107
8140.129066652,-0.008622270000159915
8141.128216347,-0.009626255000512174
8142.129238031,-0.008721195000362059
8143.129428285,-0.008688029000040842
8144.129825837,-0.008398972000577487
8145.129837906,-0.00853512000048795
8146.133050007,-0.005428790999758348
8147.129864821,-0.008766934999584919
8148.129301128,-0.009444937999433023
8149.13006783,-0.008820008999464335
8150.130260992,-0.00873265599966544
8151.131170546,-0.00796157900003891
8152.130647372,-0.008589507000579033
8153.131032072,-0.00837489499917865
8154.131088363,-0.008428931999333145
8155.130878895,-0.008777191000262974
8156.131055483,-0.008707024000614183
8157.131206571,-0.008696226999745704
8158.131307585,-0.00870563399985258
8159.131411784,-0.008700818999386684
8160.131585854,-0.008647632999782218
8161.131632497,-0.008698965999428765
8162.131689511,-0.008742743999391678
8163.131785766,-0.0087404100004278
8164.132118151,-0.008499427000060678
8165.132738816,-0.007993738000550366
8166.134121262,-0.0067293060001247795
8167.132522676,-0.008418645999881846
8168.132555282,-0.008478497999931278
8169.132541352,-0.008577700999921944
8170.132547495,-0.008665811999890138
8171.132546972,-0.008758423000472249
8172.132706061,-0.00870581100025447
8173.132842224,-0.008668327999657777
8174.133052961,-0.008553529999517195
8175.133051438,-0.008638048000648268
8176.1330536,-0.008714436999980535
8177.133065503,-0.008800474000054237
8178.133060665,-0.008928825000111829
8179.133054827,-0.009024510000017472
8180.133053934,-0.009114380000028177
8181.133054745,-0.00919999000052485
8182.136556293,-0.005796104000182822
8183.134293297,-0.008164521000253444
8184.133059843,-0.009509821999927226
8185.134271233,-0.008388982000724354
