Timestamp,AoI
1741894015.607273,0.018269062042236328
1741894016.614467,0.025282859802246094
1741894017.599407,0.010076045989990234
1741894018.596947,0.007495880126953125
1741894019.597064,0.0074961185455322266
1741894020.598883,0.009204864501953125
1741894021.598276,0.008495807647705078
1741894022.597523,0.007646083831787109
1741894023.60059,0.010596990585327148
1741894024.59777,0.0076749324798583984
1741894025.599105,0.00891876220703125
1741894026.597814,0.007534027099609375
1741894027.598189,0.0077970027923583984
1741894028.59803,0.007528066635131836
1741894029.598155,0.007539033889770508
1741894030.598233,0.007524967193603516
1741894031.598579,0.007757902145385742
1741894032.598751,0.007828950881958008
1741894033.598712,0.007700920104980469
1741894034.598568,0.007462024688720703
1741894035.598791,0.0075609683990478516
1741894036.595849,0.004513978958129883
1741894037.59912,0.007677793502807617
1741894038.599166,0.007617950439453125
1741894039.599228,0.00757288932800293
1741894040.599356,0.007601022720336914
1741894041.59937,0.007508993148803711
1741894042.59995,0.007995128631591797
1741894043.599936,0.00787210464477539
1741894044.599677,0.007522106170654297
1741894045.599925,0.0076711177825927734
1741894046.599911,0.007534980773925781
1741894047.602565,0.010046958923339844
1741894048.600142,0.007515907287597656
1741894049.60029,0.0075681209564208984
1741894050.600661,0.00784611701965332
1741894051.600653,0.007733821868896484
1741894052.600774,0.007753133773803711
1741894053.600649,0.007528066635131836
1741894054.600772,0.007534980773925781
1741894055.600955,0.0075969696044921875
1741894056.601604,0.008125066757202148
1741894057.626771,0.033165931701660156
1741894058.620827,0.027104854583740234
1741894059.627364,0.03348994255065918
1741894060.609669,0.015681982040405273
1741894061.611301,0.017221927642822266
1741894062.623651,0.02947998046875
1741894063.607698,0.013414859771728516
1741894064.621274,0.02686905860900879
1741894065.61566,0.021052837371826172
1741894066.60854,0.013813018798828125
1741894067.609804,0.01489400863647461
1741894068.60272,0.007692098617553711
1741894069.617017,0.021867990493774414
1741894070.630825,0.03556394577026367
1741894071.607645,0.012213945388793945
1741894072.616855,0.021318912506103516
1741894073.620288,0.024661779403686523
1741894074.618623,0.022901058197021484
