Timestamp,AoI
1741708575.224368,0.00717616081237793
1741708575.224454,0.006150007247924805
1741708575.2245,0.0051229000091552734
1741708575.224537,0.00408482551574707
1741708575.22457,0.0029239654541015625
1741708575.226771,0.0040400028228759766
1741708575.226918,0.0030660629272460938
1741708575.22695,0.0020189285278320312
1741708575.226978,0.0009710788726806641
1741708575.230679,0.003553152084350586
1741708575.230801,0.0025911331176757812
1741708575.230918,0.0016198158264160156
1741708575.234395,0.004015922546386719
1741708575.2345,0.0030028820037841797
1741708575.234531,0.0019500255584716797
1741708575.234677,0.0009741783142089844
1741708575.239373,0.0045850276947021484
1741708575.239568,0.0036690235137939453
1741708575.239599,0.002582073211669922
1741708575.239625,0.00152587890625
1741708575.241649,0.0024340152740478516
1741708575.241698,0.001399993896484375
1741708575.250346,0.00896000862121582
1741708575.250503,0.008033990859985352
1741708575.250534,0.0069501399993896484
1741708575.250562,0.0058939456939697266
1741708575.250588,0.00479888916015625
1741708575.250719,0.0038421154022216797
1741708575.250749,0.0027840137481689453
1741708575.250776,0.0017321109771728516
1741708575.254293,0.004128932952880859
1741708575.254399,0.003152132034301758
1741708575.25443,0.0020630359649658203
1741708575.255689,0.0022449493408203125
1741708575.256962,0.002396106719970703
1741708575.257097,0.0014429092407226562
1741708575.259137,0.0023899078369140625
1741708575.259247,0.0014150142669677734
1741708575.261117,0.002167940139770508
1741708575.262401,0.0023670196533203125
1741708575.26251,0.0013561248779296875
1741708575.265205,0.0029668807983398438
1741708575.265235,0.001909017562866211
1741708575.266856,0.002454042434692383
1741708575.266904,0.001377105712890625
1741708575.269744,0.0031328201293945312
1741708575.269776,0.0020470619201660156
1741708575.269824,0.0010161399841308594
1741708575.27294,0.0030128955841064453
1741708575.273048,0.0020380020141601562
1741708575.273129,0.0009999275207519531
1741708575.275528,0.0023200511932373047
1741708575.275577,0.0012500286102294922
1741708575.277183,0.0017740726470947266
1741708575.277331,0.0008461475372314453
1741708575.282838,0.0052721500396728516
1741708575.282992,0.0043489933013916016
1741708575.283023,0.003304004669189453
1741708575.283051,0.002249002456665039
1741708575.286907,0.005023956298828125
1741708575.286955,0.0039942264556884766
1741708575.287023,0.002989053726196289
1741708575.287053,0.0019431114196777344
1741708575.292472,0.006288766860961914
1741708575.29258,0.005326986312866211
1741708575.292739,0.004415988922119141
1741708575.29277,0.0033769607543945312
1741708575.292798,0.002335071563720703
1741708575.295772,0.004239082336425781
1741708575.295821,0.0032188892364501953
1741708575.29587,0.0021979808807373047
1741708575.297054,0.0023131370544433594
1741708575.297211,0.001399993896484375
1741708575.302527,0.005646944046020508
1741708575.302681,0.004730939865112305
1741708575.302711,0.0036919116973876953
1741708575.302739,0.002650022506713867
1741708575.302765,0.001605987548828125
1741708575.304149,0.001920938491821289
1741708575.304311,0.001013040542602539
1741708575.307348,0.002980947494506836
1741708575.307583,0.002146005630493164
1741708575.307649,0.0011429786682128906
1741708575.310497,0.00292205810546875
1741708575.310544,0.0018999576568603516
1741708575.311731,0.0020182132720947266
1741708575.311919,0.0011348724365234375
1741708575.319085,0.007231950759887695
1741708575.31921,0.006288051605224609
1741708575.31924,0.005248069763183594
1741708575.319267,0.004205942153930664
1741708575.319308,0.003178119659423828
1741708575.319338,0.0021381378173828125
1741708575.319365,0.0010960102081298828
1741708575.323304,0.003965854644775391
1741708575.323405,0.0029969215393066406
1741708575.323435,0.001958131790161133
1741708575.323483,0.0009369850158691406
1741708575.328256,0.004640817642211914
1741708575.328357,0.003673076629638672
1741708575.328453,0.0027000904083251953
1741708575.328483,0.0016601085662841797
1741708575.334366,0.006474018096923828
1741708575.334585,0.00562286376953125
1741708575.334713,0.004682064056396484
1741708575.334743,0.003643035888671875
1741708575.33477,0.0026009082794189453
1741708575.334796,0.0015568733215332031
1741708575.336607,0.002299070358276367
1741708575.341726,0.006348133087158203
1741708575.341863,0.005415916442871094
1741708575.341968,0.004445075988769531
1741708575.341998,0.0034041404724121094
1741708575.342184,0.0025200843811035156
1741708575.342214,0.0014801025390625
1741708575.34612,0.004317045211791992
1741708575.346168,0.0032961368560791016
1741708575.346292,0.0023500919342041016
1741708575.346419,0.0014081001281738281
1741708575.354789,0.008708953857421875
1741708575.354916,0.007766008377075195
1741708575.354946,0.006727933883666992
1741708575.354973,0.005685091018676758
1741708575.355044,0.004685878753662109
1741708575.355074,0.0036468505859375
1741708575.3551,0.0026040077209472656
1741708575.362213,0.008647918701171875
1741708575.36239,0.00775599479675293
1741708575.362718,0.007014036178588867
1741708575.362748,0.005975008010864258
1741708575.362774,0.004930973052978516
1741708575.3628,0.0038878917694091797
1741708575.362826,0.0028450489044189453
1741708575.362853,0.0018019676208496094
1741708575.366055,0.003935098648071289
1741708575.366105,0.002916097640991211
1741708575.366153,0.0018939971923828125
1741708575.36749,0.0021619796752929688
1741708575.369712,0.0033140182495117188
1741708575.369759,0.002292156219482422
1741708575.369897,0.0013599395751953125
1741708575.372563,0.002956867218017578
1741708575.372611,0.0019350051879882812
1741708575.372739,0.000993967056274414
1741708575.375242,0.0024271011352539062
1741708575.375291,0.0014061927795410156
1741708575.377208,0.002254009246826172
1741708575.377253,0.001230001449584961
1741708575.378888,0.0017960071563720703
1741708575.386611,0.008449077606201172
1741708575.386717,0.007486104965209961
1741708575.386873,0.0065729618072509766
1741708575.386903,0.005533933639526367
1741708575.387089,0.004651069641113281
1741708575.387119,0.0036110877990722656
1741708575.387145,0.0025670528411865234
1741708575.387172,0.0015249252319335938
1741708575.390652,0.003936052322387695
1741708575.390702,0.002917051315307617
1741708575.390752,0.0018970966339111328
1741708575.390938,0.001013040542602539
1741708575.393994,0.003000020980834961
1741708575.394042,0.0019791126251220703
1741708575.396219,0.003086090087890625
1741708575.39633,0.002128124237060547
1741708575.397602,0.0023310184478759766
1741708575.397747,0.0014071464538574219
1741708575.400381,0.002972126007080078
1741708575.400427,0.0019481182098388672
1741708575.40056,0.0010118484497070312
1741708575.403622,0.0030050277709960938
1741708575.403806,0.0021190643310546875
1741708575.406083,0.0033271312713623047
1741708575.406267,0.002441883087158203
1741708575.40934,0.00444483757019043
1741708575.409436,0.003470897674560547
1741708575.409501,0.0024671554565429688
1741708575.409533,0.0014300346374511719
1741708575.413345,0.004172086715698242
1741708575.413467,0.0032248497009277344
1741708575.41351,0.0021991729736328125
1741708575.421353,0.00897216796875
1741708575.421458,0.008008003234863281
1741708575.421619,0.0070989131927490234
1741708575.421656,0.006066799163818359
1741708575.421691,0.005033016204833984
1741708575.421853,0.004126071929931641
1741708575.42189,0.0030939579010009766
1741708575.421925,0.002061128616333008
1741708575.427105,0.0061719417572021484
1741708575.427277,0.005274057388305664
1741708575.42734,0.004266977310180664
1741708575.427371,0.0032291412353515625
1741708575.427398,0.002187013626098633
1741708575.428502,0.0022211074829101562
