Sending interval between packets: Constant
Destination host IP address: 192.168.1.124
Destination port number: 1234
Number of UDP packets to transmit: 100
Size of each UDP packet: 50 Byte
Value of ToS/DSCP field in IP header: 0
Interval between sending packets: 20 ms

Opening socket
Sockets are open with sender ToS/DSCP set to 0
Starting to send
SeqNr 	 SendTime 	 ServerTime 	 ReceiveTime 	 Client->Server 	 Server->Client 	 RTT (all times in ns)
0;1741814638914291712;1741814638922060544;1741814638925379072;7768832;3318528;11087360
1;1741814638934275072;1741814638937332224;1741814638938103552;3057152;771328;3828480
2;1741814638954274816;1741814638955535616;1741814638956321792;1260800;786176;2046976
3;1741814638974274816;1741814638975579648;1741814638976375808;1304832;796160;2100992
4;1741814638994274304;1741814638995597824;1741814638997212928;1323520;1615104;2938624
5;1741814639014274816;1741814639015561216;1741814639016363008;1286400;801792;2088192
6;1741814639034274560;1741814639036038400;1741814639036853760;1763840;815360;2579200
7;1741814639054274304;1741814639055588608;1741814639058855936;1314304;3267328;4581632
8;1741814639074275072;1741814639075564032;1741814639076380928;1288960;816896;2105856
9;1741814639094275072;1741814639095598080;1741814639097404928;1323008;1806848;3129856
10;1741814639114275328;1741814639115695616;1741814639116553984;1420288;858368;2278656
11;1741814639134275072;1741814639135943168;1741814639136760576;1668096;817408;2485504
12;1741814639154277376;1741814639155543552;1741814639156454656;1266176;911104;2177280
13;1741814639174275840;1741814639175804416;1741814639176839168;1528576;1034752;2563328
14;1741814639194276352;1741814639195879424;1741814639196760576;1603072;881152;2484224
15;1741814639214276352;1741814639216091904;1741814639216968192;1815552;876288;2691840
16;1741814639234276096;1741814639235615744;1741814639236538112;1339648;922368;2262016
17;1741814639254276608;1741814639255668224;1741814639256597248;1391616;929024;2320640
18;1741814639274276608;1741814639275525632;1741814639276392704;1249024;867072;2116096
19;1741814639294276864;1741814639295479040;1741814639296381440;1202176;902400;2104576
20;1741814639314277120;1741814639316012800;1741814639316883968;1735680;871168;2606848
21;1741814639334277888;1741814639335818496;1741814639336691200;1540608;872704;2413312
22;1741814639354277376;1741814639355506176;1741814639356395776;1228800;889600;2118400
23;1741814639374277376;1741814639375820800;1741814639376801280;1543424;980480;2523904
24;1741814639394277632;1741814639395509248;1741814639396402432;1231616;893184;2124800
25;1741814639414277888;1741814639415544064;1741814639416449792;1266176;905728;2171904
26;1741814639434278144;1741814639435493632;1741814639436471552;1215488;977920;2193408
27;1741814639454278912;1741814639455563264;1741814639456487168;1284352;923904;2208256
28;1741814639474278912;1741814639475521792;1741814639476413696;1242880;891904;2134784
29;1741814639494279168;1741814639495410944;1741814639496418048;1131776;1007104;2138880
30;1741814639514279168;1741814639515935744;1741814639517708544;1656576;1772800;3429376
31;1741814639534278912;1741814639535452160;1741814639536378112;1173248;925952;2099200
32;1741814639554279680;1741814639555449344;1741814639556418304;1169664;968960;2138624
33;1741814639574279680;1741814639575464448;1741814639576386816;1184768;922368;2107136
34;1741814639594280448;1741814639595442176;1741814639596374272;1161728;932096;2093824
35;1741814639614280448;1741814639617288960;1741814639618272512;3008512;983552;3992064
36;1741814639634282240;1741814639635586304;1741814639636520192;1304064;933888;2237952
37;1741814639654282496;1741814639655867392;1741814639656977664;1584896;1110272;2695168
38;1741814639674282752;1741814639675460352;1741814639676411648;1177600;951296;2128896
39;1741814639694282496;1741814639695437824;1741814639696388352;1155328;950528;2105856
40;1741814639714283264;1741814639715400960;1741814639716340224;1117696;939264;2056960
41;1741814639734282752;1741814639735944192;1741814639736888832;1661440;944640;2606080
42;1741814639754282752;1741814639756602880;1741814639758340096;2320128;1737216;4057344
43;1741814639774283264;1741814639776245248;1741814639778269696;1961984;2024448;3986432
44;1741814639794287360;1741814639797328384;1741814639798362880;3041024;1034496;4075520
45;1741814639814285056;1741814639815360000;1741814639816324608;1074944;964608;2039552
46;1741814639834283776;1741814639835680000;1741814639836655360;1396224;975360;2371584
47;1741814639854283776;1741814639855444992;1741814639856459776;1161216;1014784;2176000
48;1741814639874284288;1741814639875493376;1741814639876484352;1209088;990976;2200064
49;1741814639894284288;1741814639895472640;1741814639896543488;1188352;1070848;2259200
50;1741814639914286592;1741814639915355904;1741814639919277824;1069312;3921920;4991232
51;1741814639934285056;1741814639935388416;1741814639936470272;1103360;1081856;2185216
52;1741814639954284800;1741814639955471872;1741814639956489728;1187072;1017856;2204928
53;1741814639974285568;1741814639975401216;1741814639976528640;1115648;1127424;2243072
54;1741814639994285568;1741814639995749376;1741814639997142016;1463808;1392640;2856448
55;1741814640014285824;1741814640015400448;1741814640016394496;1114624;994048;2108672
56;1741814640034286336;1741814640038042624;1741814640045488128;3756288;7445504;11201792
57;1741814640054286592;1741814640055388160;1741814640056395264;1101568;1007104;2108672
58;1741814640074286848;1741814640075436032;1741814640076626688;1149184;1190656;2339840
59;1741814640094287104;1741814640095874304;1741814640096976128;1587200;1101824;2689024
60;1741814640114287616;1741814640115326720;1741814640116370176;1039104;1043456;2082560
61;1741814640134288128;1741814640135362560;1741814640136398080;1074432;1035520;2109952
62;1741814640154292736;1741814640155315200;1741814640156307712;1022464;992512;2014976
63;1741814640174288640;1741814640175493120;1741814640176603904;1204480;1110784;2315264
64;1741814640194296064;1741814640195796480;1741814640196803584;1500416;1007104;2507520
65;1741814640214289408;1741814640215355392;1741814640216343296;1065984;987904;2053888
66;1741814640234288640;1741814640235374336;1741814640236370432;1085696;996096;2081792
67;1741814640254288896;1741814640255724800;1741814640256897280;1435904;1172480;2608384
68;1741814640274288384;1741814640275373568;1741814640276370176;1085184;996608;2081792
