Sending interval between packets: Constant
Destination host IP address: 192.168.1.124
Destination port number: 1234
Number of UDP packets to transmit: 200
Size of each UDP packet: 50 Byte
Value of ToS/DSCP field in IP header: 0
Interval between sending packets: 20 ms

Opening socket
Sockets are open with sender ToS/DSCP set to 0
Starting to send
SeqNr 	 SendTime 	 ServerTime 	 ReceiveTime 	 Client->Server 	 Server->Client 	 RTT (all times in ns)
0;1741859142078555648;1741859142082730240;1741859142085085184;4174592;2354944;6529536
1;1741859142098542080;1741859142099234304;1741859142102044160;692224;2809856;3502080
2;1741859142118539776;1741859142118844416;1741859142123257344;304640;4412928;4717568
3;1741859142138539008;1741859142139553280;1741859142141523968;1014272;1970688;2984960
4;1741859142158539264;1741859142158707968;1741859142160623104;168704;1915136;2083840
5;1741859142178539776;1741859142178686976;1741859142180712192;147200;2025216;2172416
6;1741859142198540288;1741859142198695680;1741859142200784896;155392;2089216;2244608
7;1741859142218540544;1741859142218766848;1741859142220717312;226304;1950464;2176768
8;1741859142238541056;1741859142238768384;1741859142240750848;227328;1982464;2209792
9;1741859142258541056;1741859142258883328;1741859142260816128;342272;1932800;2275072
10;1741859142278542080;1741859142278658816;1741859142280591872;116736;1933056;2049792
11;1741859142298541824;1741859142298675968;1741859142301883136;134144;3207168;3341312
12;1741859142318542336;1741859142318726912;1741859142320754688;184576;2027776;2212352
13;1741859142338542336;1741859142338829568;1741859142341130240;287232;2300672;2587904
14;1741859142358542592;1741859142360265216;1741859142362556416;1722624;2291200;4013824
15;1741859142378543104;1741859142378656512;1741859142381401600;113408;2745088;2858496
16;1741859142398543104;1741859142398694656;1741859142400623872;151552;1929216;2080768
17;1741859142418543616;1741859142418637568;1741859142420581632;93952;1944064;2038016
18;1741859142438544128;1741859142438646528;1741859142441403392;102400;2756864;2859264
19;1741859142458544640;1741859142458617088;1741859142460675072;72448;2057984;2130432
20;1741859142478544384;1741859142478763264;1741859142480725504;218880;1962240;2181120
21;1741859142498544896;1741859142498880768;1741859142500802048;335872;1921280;2257152
22;1741859142518545152;1741859142518670336;1741859142520631296;125184;1960960;2086144
23;1741859142538545664;1741859142538642688;1741859142540607488;97024;1964800;2061824
24;1741859142558545920;1741859142558695424;1741859142560629504;149504;1934080;2083584
25;1741859142578546432;1741859142578641920;1741859142580640256;95488;1998336;2093824
