Sending interval between packets: Constant
Destination host IP address: 192.168.1.124
Destination port number: 1234
Number of UDP packets to transmit: 200
Size of each UDP packet: 50 Byte
Value of ToS/DSCP field in IP header: 0
Interval between sending packets: 20 ms

Opening socket
Sockets are open with sender ToS/DSCP set to 0
Starting to send
SeqNr 	 SendTime 	 ServerTime 	 ReceiveTime 	 Client->Server 	 Server->Client 	 RTT (all times in ns)
0;1741855972343341056;1741855972348625664;1741855972349958912;5284608;1333248;6617856
1;1741855972363321600;1741855972364160512;1741855972365491200;838912;1330688;2169600
2;1741855972383320320;1741855972384182528;1741855972385491712;862208;1309184;2171392
3;1741855972403320832;1741855972407191808;1741855972408810752;3870976;1618944;5489920
4;1741855972423323904;1741855972427823360;1741855972430764288;4499456;2940928;7440384
5;1741855972443321088;1741855972444125952;1741855972445624576;804864;1498624;2303488
6;1741855972463321088;1741855972464389120;1741855972465679616;1068032;1290496;2358528
7;1741855972483321088;1741855972484164096;1741855972485454592;843008;1290496;2133504
8;1741855972503320832;1741855972504199936;1741855972505495296;879104;1295360;2174464
9;1741855972523321088;1741855972527877888;1741855972529230592;4556800;1352704;5909504
10;1741855972543321088;1741855972544167168;1741855972545473536;846080;1306368;2152448
11;1741855972563321344;1741855972564850688;1741855972566178560;1529344;1327872;2857216
12;1741855972583321600;1741855972584216320;1741855972585579776;894720;1363456;2258176
13;1741855972603322112;1741855972604749312;1741855972606096896;1427200;1347584;2774784
14;1741855972623322368;1741855972624190720;1741855972625666816;868352;1476096;2344448
15;1741855972643322880;1741855972644209408;1741855972645549056;886528;1339648;2226176
16;1741855972663322880;1741855972664738816;1741855972666013696;1415936;1274880;2690816
17;1741855972683325184;1741855972684688640;1741855972686854144;1363456;2165504;3528960
18;1741855972703323648;1741855972704244736;1741855972705653248;921088;1408512;2329600
19;1741855972723323904;1741855972724236032;1741855972725511424;912128;1275392;2187520
20;1741855972743324160;1741855972744162816;1741855972745441280;838656;1278464;2117120
21;1741855972763323904;1741855972764118528;1741855972765884928;794624;1766400;2561024
22;1741855972783324160;1741855972784281088;1741855972785550336;956928;1269248;2226176
23;1741855972803325696;1741855972804193792;1741855972805458688;868096;1264896;2132992
24;1741855972823325696;1741855972824597504;1741855972826659328;1271808;2061824;3333632
25;1741855972843325696;1741855972844099328;1741855972845437696;773632;1338368;2112000
26;1741855972863325696;1741855972864135680;1741855972865409280;809984;1273600;2083584
27;1741855972883325696;1741855972884145152;1741855972885387520;819456;1242368;2061824
28;1741855972903326208;1741855972906647296;1741855972908146176;3321088;1498880;4819968
29;1741855972923326208;1741855972924236032;1741855972925495296;909824;1259264;2169088
30;1741855972943326720;1741855972944101376;1741855972945387008;774656;1285632;2060288
31;1741855972963327232;1741855972964227840;1741855972965537792;900608;1309952;2210560
32;1741855972983327232;1741855972984155392;1741855972985424640;828160;1269248;2097408
33;1741855973003327488;1741855973004181504;1741855973005448192;854016;1266688;2120704
34;1741855973023328256;1741855973024395264;1741855973025664000;1067008;1268736;2335744
35;1741855973043327488;1741855973044282880;1741855973045535744;955392;1252864;2208256
36;1741855973063327744;1741855973064235008;1741855973065481216;907264;1246208;2153472
37;1741855973083328000;1741855973084477952;1741855973085736192;1149952;1258240;2408192
38;1741855973103328512;1741855973104160000;1741855973105429248;831488;1269248;2100736
39;1741855973123328768;1741855973124164608;1741855973126194944;835840;2030336;2866176
40;1741855973143328768;1741855973144271360;1741855973145519104;942592;1247744;2190336
41;1741855973163329024;1741855973164298752;1741855973165532672;969728;1233920;2203648
42;1741855973183329280;1741855973184442368;1741855973186592000;1113088;2149632;3262720
43;1741855973203329280;1741855973204119040;1741855973205384704;789760;1265664;2055424
44;1741855973223329536;1741855973225373952;1741855973226572288;2044416;1198336;3242752
45;1741855973243329792;1741855973244167424;1741855973245356800;837632;1189376;2027008
46;1741855973263330048;1741855973264179200;1741855973265389568;849152;1210368;2059520
47;1741855973283330560;1741855973284226304;1741855973285667584;895744;1441280;2337024
48;1741855973303330304;1741855973304145920;1741855973305584384;815616;1438464;2254080
49;1741855973323330560;1741855973324144896;1741855973327238912;814336;3094016;3908352
50;1741855973343330816;1741855973344182528;1741855973345356544;851712;1174016;2025728
51;1741855973363330816;1741855973364172800;1741855973365342976;841984;1170176;2012160
52;1741855973383330816;1741855973384186112;1741855973385352448;855296;1166336;2021632
53;1741855973403330816;1741855973404384512;1741855973405622784;1053696;1238272;2291968
54;1741855973423331328;1741855973424960512;1741855973426316288;1629184;1355776;2984960
55;1741855973443332096;1741855973446478080;1741855973447627520;3145984;1149440;4295424
56;1741855973463332608;1741855973465748992;1741855973468440320;2416384;2691328;5107712
57;1741855973483332608;1741855973484262912;1741855973485966848;930304;1703936;2634240
58;1741855973503332352;1741855973504275712;1741855973506236928;943360;1961216;2904576
59;1741855973523332864;1741855973524621312;1741855973526568704;1288448;1947392;3235840
60;1741855973543333120;1741855973544291840;1741855973545474304;958720;1182464;2141184
61;1741855973563333376;1741855973564405248;1741855973565547520;1071872;1142272;2214144
62;1741855973583333120;1741855973584280832;1741855973585467904;947712;1187072;2134784
63;1741855973603333632;1741855973605215232;1741855973606402560;1881600;1187328;3068928
64;1741855973623333888;1741855973624329984;1741855973625491712;996096;1161728;2157824
65;1741855973643334400;1741855973644414208;1741855973645537024;1079808;1122816;2202624
66;1741855973663335168;1741855973664322048;1741855973665458432;986880;1136384;2123264
67;1741855973683334912;1741855973684284160;1741855973685366272;949248;1082112;2031360
68;1741855973703334656;1741855973704664832;1741855973705869568;1330176;1204736;2534912
69;1741855973723334912;1741855973724366848;1741855973725606400;1031936;1239552;2271488
70;1741855973743335424;1741855973744279296;1741855973745345024;943872;1065728;2009600
71;1741855973763336448;1741855973766770176;1741855973767856640;3433728;1086464;4520192
72;1741855973783336448;1741855973784345600;1741855973785424640;1009152;1079040;2088192
73;1741855973803336704;1741855973804452352;1741855973805504256;1115648;1051904;2167552
74;1741855973823337472;1741855973824473088;1741855973825538560;1135616;1065472;2201088
75;1741855973843337472;1741855973844337664;1741855973845417472;1000192;1079808;2080000
76;1741855973863337728;1741855973864474112;1741855973865498624;1136384;1024512;2160896
77;1741855973883341568;1741855973884388608;1741855973885443840;1047040;1055232;2102272
78;1741855973903340800;1741855973904925184;1741855973905978624;1584384;1053440;2637824
79;1741855973923339264;1741855973924327424;1741855973925361152;988160;1033728;2021888
