Sending interval between packets: Constant
Destination host IP address: 192.168.1.124
Destination port number: 1234
Number of UDP packets to transmit: 5000
Size of each UDP packet: 50 Byte
Value of ToS/DSCP field in IP header: 0
Interval between sending packets: 20 ms

Opening socket
Sockets are open with sender ToS/DSCP set to 0
Starting to send
SeqNr 	 SendTime 	 ServerTime 	 ReceiveTime 	 Client->Server 	 Server->Client 	 RTT (all times in ns)
0;1741855042422708736;1741855042428852736;1741855042431286784;6144000;2434048;8578048
1;1741855042442703104;1741855042444920832;1741855042446846976;2217728;1926144;4143872
2;1741855042462703872;1741855042464948736;1741855042466066432;2244864;1117696;3362560
3;1741855042482699520;1741855042484884736;1741855042485851136;2185216;966400;3151616
4;1741855042502698240;1741855042504397568;1741855042505562624;1699328;1165056;2864384
5;1741855042522698240;1741855042523855872;1741855042524802304;1157632;946432;2104064
6;1741855042542697984;1741855042543853568;1741855042544780800;1155584;927232;2082816
7;1741855042562698240;1741855042564748800;1741855042565681408;2050560;932608;2983168
8;1741855042582699264;1741855042584046080;1741855042584966144;1346816;920064;2266880
9;1741855042602699008;1741855042605577728;1741855042606703872;2878720;1126144;4004864
10;1741855042622699264;1741855042623909888;1741855042624830208;1210624;920320;2130944
11;1741855042642699776;1741855042643890176;1741855042644828160;1190400;937984;2128384
12;1741855042662700288;1741855042663893760;1741855042664839424;1193472;945664;2139136
13;1741855042682700032;1741855042683871744;1741855042684803584;1171712;931840;2103552
14;1741855042702700032;1741855042704133120;1741855042707881728;1433088;3748608;5181696
15;1741855042722700800;1741855042723858944;1741855042725060608;1158144;1201664;2359808
16;1741855042742700800;1741855042744202496;1741855042745748480;1501696;1545984;3047680
17;1741855042762700800;1741855042763847168;1741855042764825088;1146368;977920;2124288
18;1741855042782700800;1741855042783860992;1741855042784820992;1160192;960000;2120192
19;1741855042802700800;1741855042803843584;1741855042804768000;1142784;924416;2067200
20;1741855042822713088;1741855042832460288;1741855042833394944;9747200;934656;10681856
21;1741855042842703104;1741855042843844864;1741855042844776448;1141760;931584;2073344
22;1741855042862702848;1741855042864347648;1741855042865489920;1644800;1142272;2787072
23;1741855042882703360;1741855042883880704;1741855042884811520;1177344;930816;2108160
24;1741855042902702848;1741855042903820544;1741855042904749056;1117696;928512;2046208
25;1741855042922703360;1741855042923858176;1741855042924774656;1154816;916480;2071296
26;1741855042942703104;1741855042943866880;1741855042948068608;1163776;4201728;5365504
27;1741855042962703616;1741855042963897856;1741855042964787968;1194240;890112;2084352
28;1741855042982703616;1741855042983920384;1741855042984811264;1216768;890880;2107648
29;1741855043002703616;1741855043003831040;1741855043004716544;1127424;885504;2012928
30;1741855043022703872;1741855043023824640;1741855043024741120;1120768;916480;2037248
31;1741855043042703872;1741855043043865088;1741855043044772608;1161216;907520;2068736
32;1741855043062704896;1741855043063874048;1741855043064827648;1169152;953600;2122752
33;1741855043082704896;1741855043083940096;1741855043084873216;1235200;933120;2168320
34;1741855043102705408;1741855043103864832;1741855043104818432;1159424;953600;2113024
35;1741855043122705408;1741855043123865344;1741855043124778496;1159936;913152;2073088
36;1741855043142705408;1741855043143896576;1741855043144816384;1191168;919808;2110976
37;1741855043162706176;1741855043163784448;1741855043164773120;1078272;988672;2066944
38;1741855043182706176;1741855043183792128;1741855043184857600;1085952;1065472;2151424
39;1741855043202706432;1741855043203957248;1741855043204905472;1250816;948224;2199040
40;1741855043222706944;1741855043223808000;1741855043224753920;1101056;945920;2046976
41;1741855043242707200;1741855043243918080;1741855043244872960;1210880;954880;2165760
42;1741855043262706944;1741855043263760640;1741855043264819456;1053696;1058816;2112512
43;1741855043282707200;1741855043283830272;1741855043284746752;1123072;916480;2039552
44;1741855043302707712;1741855043303765248;1741855043304869120;1057536;1103872;2161408
45;1741855043322707968;1741855043323856640;1741855043324790528;1148672;933888;2082560
46;1741855043342708224;1741855043343830272;1741855043344777216;1122048;946944;2068992
47;1741855043362708992;1741855043363910656;1741855043364902144;1201664;991488;2193152
48;1741855043382708736;1741855043383885568;1741855043384905216;1176832;1019648;2196480
49;1741855043402708992;1741855043403910400;1741855043404898048;1201408;987648;2189056
50;1741855043422709248;1741855043425795072;1741855043426820096;3085824;1025024;4110848
51;1741855043442709504;1741855043443890944;1741855043444830720;1181440;939776;2121216
52;1741855043462710272;1741855043463806208;1741855043464770304;1095936;964096;2060032
53;1741855043482710016;1741855043483858176;1741855043484834816;1148160;976640;2124800
54;1741855043502710272;1741855043503801600;1741855043504790784;1091328;989184;2080512
55;1741855043522710528;1741855043523826176;1741855043524792832;1115648;966656;2082304
56;1741855043542711040;1741855043543847680;1741855043544922112;1136640;1074432;2211072
57;1741855043562711808;1741855043564681728;1741855043565667584;1969920;985856;2955776
58;1741855043582712064;1741855043583793152;1741855043584810496;1081088;1017344;2098432
59;1741855043602712576;1741855043604076288;1741855043605063680;1363712;987392;2351104
60;1741855043622712576;1741855043623748352;1741855043624877056;1035776;1128704;2164480
61;1741855043642712832;1741855043643803392;1741855043644808960;1090560;1005568;2096128
62;1741855043662712832;1741855043663833856;1741855043664819200;1121024;985344;2106368
63;1741855043682713088;1741855043687179264;1741855043688577280;4466176;1398016;5864192
64;1741855043702713344;1741855043703786240;1741855043704805632;1072896;1019392;2092288
65;1741855043722713856;1741855043723948032;1741855043725013760;1234176;1065728;2299904
66;1741855043742713856;1741855043743948800;1741855043744980992;1234944;1032192;2267136
67;1741855043762713856;1741855043763831808;1741855043764838912;1117952;1007104;2125056
68;1741855043782714880;1741855043783859456;1741855043784867584;1144576;1008128;2152704
69;1741855043802715136;1741855043803810304;1741855043804834048;1095168;1023744;2118912
70;1741855043822722560;1741855043823934208;1741855043824993024;1211648;1058816;2270464
71;1741855043842721024;1741855043843870208;1741855043844894208;1149184;1024000;2173184
72;1741855043862716928;1741855043863802112;1741855043864849664;1085184;1047552;2132736
73;1741855043882724864;1741855043883778816;1741855043884848384;1053952;1069568;2123520
74;1741855043902717184;1741855043903834112;1741855043904894976;1116928;1060864;2177792
75;1741855043922716928;1741855043924646912;1741855043926148864;1929984;1501952;3431936
76;1741855043942716672;1741855043943810816;1741855043944877824;1094144;1067008;2161152
77;1741855043962717184;1741855043963764992;1741855043964903680;1047808;1138688;2186496
78;1741855043982717440;1741855043983755264;1741855043984881664;1037824;1126400;2164224
79;1741855044002717952;1741855044003771136;1741855044004915200;1053184;1144064;2197248
80;1741855044022718208;1741855044023740416;1741855044024758016;1022208;1017600;2039808
81;1741855044042718464;1741855044043994880;1741855044045044480;1276416;1049600;2326016
82;1741855044062719232;1741855044063735552;1741855044067180032;1016320;3444480;4460800
83;1741855044082719232;1741855044083752704;1741855044084952064;1033472;1199360;2232832
84;1741855044102719744;1741855044103763200;1741855044104814336;1043456;1051136;2094592
85;1741855044122720000;1741855044123735296;1741855044124857600;1015296;1122304;2137600
86;1741855044142720000;1741855044143744256;1741855044144929792;1024256;1185536;2209792
87;1741855044162720512;1741855044163994624;1741855044165037824;1274112;1043200;2317312
88;1741855044182720512;1741855044183828480;1741855044184961792;1107968;1133312;2241280
89;1741855044202720768;1741855044203763200;1741855044204956928;1042432;1193728;2236160
90;1741855044222721280;1741855044224055552;1741855044225059584;1334272;1004032;2338304
91;1741855044242721280;1741855044245309696;1741855044246473728;2588416;1164032;3752448
92;1741855044262721792;1741855044266315776;1741855044267343616;3593984;1027840;4621824
