Sending interval between packets: Constant
Destination host IP address: 192.168.1.124
Destination port number: 1234
Number of UDP packets to transmit: 100
Size of each UDP packet: 50 Byte
Value of ToS/DSCP field in IP header: 0
Interval between sending packets: 20 ms

Opening socket
Sockets are open with sender ToS/DSCP set to 0
Starting to send
SeqNr 	 SendTime 	 ServerTime 	 ReceiveTime 	 Client->Server 	 Server->Client 	 RTT (all times in ns)
0;1741852548867996672;1741852548869157120;1741852548870167296;1160448;1010176;2170624
1;1741852548887980544;1741852548889133056;1741852548890577152;1152512;1444096;2596608
2;1741852548907978752;1741852548909294592;1741852548910277888;1315840;983296;2299136
3;1741852548927977728;1741852548929459200;1741852548930549504;1481472;1090304;2571776
4;1741852548947978240;1741852548949092864;1741852548950221056;1114624;1128192;2242816
5;1741852548967977984;1741852548971976448;1741852548974051072;3998464;2074624;6073088
6;1741852548987979264;1741852548989738240;1741852548990999296;1758976;1261056;3020032
7;1741852549007978496;1741852549009435648;1741852549010393856;1457152;958208;2415360
8;1741852549027979264;1741852549029338624;1741852549030295040;1359360;956416;2315776
9;1741852549047979776;1741852549049213184;1741852549050161408;1233408;948224;2181632
10;1741852549067979776;1741852549069108992;1741852549070197504;1129216;1088512;2217728
11;1741852549087980544;1741852549089223936;1741852549095778816;1243392;6554880;7798272
12;1741852549107979776;1741852549109087232;1741852549110237440;1107456;1150208;2257664
13;1741852549127980032;1741852549129223680;1741852549130255872;1243648;1032192;2275840
14;1741852549147980288;1741852549149642496;1741852549150617344;1662208;974848;2637056
15;1741852549167983616;1741852549169205760;1741852549170177280;1222144;971520;2193664
16;1741852549187981312;1741852549189196032;1741852549190277376;1214720;1081344;2296064
17;1741852549207981312;1741852549209662720;1741852549210648576;1681408;985856;2667264
18;1741852549227981824;1741852549229157376;1741852549230145792;1175552;988416;2163968
19;1741852549247982080;1741852549250580480;1741852549251696128;2598400;1115648;3714048
20;1741852549267982080;1741852549269112576;1741852549270163968;1130496;1051392;2181888
21;1741852549287982592;1741852549289081856;1741852549290212352;1099264;1130496;2229760
22;1741852549307982592;1741852549309057280;1741852549310013440;1074688;956160;2030848
23;1741852549327982848;1741852549329352192;1741852549330335488;1369344;983296;2352640
24;1741852549347983616;1741852549349620224;1741852549350593536;1636608;973312;2609920
25;1741852549367983872;1741852549369084672;1741852549370196992;1100800;1112320;2213120
26;1741852549387984128;1741852549389114368;1741852549390206976;1130240;1092608;2222848
27;1741852549407984640;1741852549409139200;1741852549410155008;1154560;1015808;2170368
28;1741852549427985152;1741852549429100800;1741852549430075904;1115648;975104;2090752
29;1741852549447985152;1741852549451148800;1741852549452205056;3163648;1056256;4219904
