Sending interval between packets: Constant
Destination host IP address: 192.168.1.124
Destination port number: 1234
Number of UDP packets to transmit: 100
Size of each UDP packet: 50 Byte
Value of ToS/DSCP field in IP header: 0
Interval between sending packets: 20 ms

Opening socket
Sockets are open with sender ToS/DSCP set to 0
Starting to send
SeqNr 	 SendTime 	 ServerTime 	 ReceiveTime 	 Client->Server 	 Server->Client 	 RTT (all times in ns)
0;1741815331094016512;1741815331106320128;1741815331107326208;12303616;1006080;13309696
1;1741815331114003200;1741815331115214080;1741815331116226560;1210880;1012480;2223360
2;1741815331134000384;1741815331135568640;1741815331136401408;1568256;832768;2401024
3;1741815331154003200;1741815331155252224;1741815331156652032;1249024;1399808;2648832
4;1741815331174003712;1741815331175272960;1741815331176167168;1269248;894208;2163456
5;1741815331194002944;1741815331195280640;1741815331196166400;1277696;885760;2163456
6;1741815331214003456;1741815331215278592;1741815331216096512;1275136;817920;2093056
7;1741815331234003712;1741815331235202560;1741815331237152000;1198848;1949440;3148288
8;1741815331254004992;1741815331255332352;1741815331256274176;1327360;941824;2269184
9;1741815331274004992;1741815331275869440;1741815331276739328;1864448;869888;2734336
10;1741815331294004992;1741815331295374336;1741815331296211456;1369344;837120;2206464
11;1741815331314006528;1741815331315303680;1741815331316204032;1297152;900352;2197504
12;1741815331334011392;1741815331336431616;1741815331337277952;2420224;846336;3266560
13;1741815331354007040;1741815331355288320;1741815331356084224;1281280;795904;2077184
14;1741815331374006528;1741815331375348736;1741815331376178176;1342208;829440;2171648
15;1741815331394007296;1741815331395338752;1741815331396167168;1331456;828416;2159872
16;1741815331414007296;1741815331415329280;1741815331416134144;1321984;804864;2126848
17;1741815331434009088;1741815331435250432;1741815331438992896;1241344;3742464;4983808
18;1741815331454008064;1741815331455214080;1741815331456049664;1206016;835584;2041600
19;1741815331474008320;1741815331475200256;1741815331476776448;1191936;1576192;2768128
20;1741815331494008576;1741815331495792384;1741815331497054208;1783808;1261824;3045632
21;1741815331514008576;1741815331515267840;1741815331516135168;1259264;867328;2126592
22;1741815331534008576;1741815331535227392;1741815331536183040;1218816;955648;2174464
23;1741815331554008576;1741815331555375360;1741815331556199680;1366784;824320;2191104
24;1741815331574008832;1741815331575437568;1741815331576245504;1428736;807936;2236672
25;1741815331594009344;1741815331595295232;1741815331596125184;1285888;829952;2115840
26;1741815331614009856;1741815331615586048;1741815331616417792;1576192;831744;2407936
27;1741815331634010112;1741815331635339520;1741815331636148480;1329408;808960;2138368
28;1741815331654010368;1741815331655277824;1741815331656532224;1267456;1254400;2521856
29;1741815331674010624;1741815331675565824;1741815331676485888;1555200;920064;2475264
30;1741815331694011136;1741815331695350016;1741815331696166656;1338880;816640;2155520
31;1741815331714011392;1741815331715248384;1741815331716226816;1236992;978432;2215424
32;1741815331734012416;1741815331735986176;1741815331737082368;1973760;1096192;3069952
