Sending interval between packets: Constant
Destination host IP address: 192.168.1.124
Destination port number: 1234
Number of UDP packets to transmit: 10
Size of each UDP packet: 50 Byte
Value of ToS/DSCP field in IP header: 0
Interval between sending packets: 20 ms

Opening socket
Sockets are open with sender ToS/DSCP set to 0
Starting to send
SeqNr 	 SendTime 	 ServerTime 	 ReceiveTime 	 Client->Server 	 Server->Client 	 RTT (all times in ns)
0;1741853456285845504;1741853456291836928;1741853456292776192;5991424;939264;6930688
1;1741853456305829888;1741853456306955008;1741853456307848448;1125120;893440;2018560
2;1741853456325829376;1741853456327008000;1741853456327976960;1178624;968960;2147584
3;1741853456345828352;1741853456347123200;1741853456348078336;1294848;955136;2249984
4;1741853456365828096;1741853456367011072;1741853456367911168;1182976;900096;2083072
5;1741853456385828864;1741853456387043072;1741853456387953408;1214208;910336;2124544
6;1741853456405829120;1741853456406988800;1741853456407895552;1159680;906752;2066432
7;1741853456425830144;1741853456427062784;1741853456428037376;1232640;974592;2207232
8;1741853456445829376;1741853456447062528;1741853456447968256;1233152;905728;2138880
9;1741853456465829376;1741853456466952704;1741853456468109568;1123328;1156864;2280192
0 out of 10 lost
