Sending interval between packets: Constant
Destination host IP address: 192.168.1.124
Destination port number: 1234
Number of UDP packets to transmit: 10
Size of each UDP packet: 50 Byte
Value of ToS/DSCP field in IP header: 0
Interval between sending packets: 20 ms

Opening socket
Sockets are open with sender ToS/DSCP set to 0
Starting to send
SeqNr 	 SendTime 	 ServerTime 	 ReceiveTime 	 Client->Server 	 Server->Client 	 RTT (all times in ns)
0;1741854272085124608;1741854272092577792;1741854272097171712;7453184;4593920;12047104
1;1741854272105109248;1741854272113016576;1741854272115367680;7907328;2351104;10258432
2;1741854272125108224;1741854272126959360;1741854272128003584;1851136;1044224;2895360
3;1741854272145108480;1741854272148467200;1741854272152094464;3358720;3627264;6985984
4;1741854272165108224;1741854272168089344;1741854272170138112;2981120;2048768;5029888
5;1741854272185108224;1741854272189057280;1741854272191217408;3949056;2160128;6109184
6;1741854272205108736;1741854272206481664;1741854272207553792;1372928;1072128;2445056
7;1741854272225108736;1741854272226593536;1741854272227346944;1484800;753408;2238208
8;1741854272245108992;1741854272246756608;1741854272248389120;1647616;1632512;3280128
9;1741854272265109760;1741854272269003008;1741854272272627968;3893248;3624960;7518208
0 out of 10 lost
