Sending interval between packets: Constant
Destination host IP address: 192.168.1.124
Destination port number: 1234
Number of UDP packets to transmit: 250
Size of each UDP packet: 50 Byte
Value of ToS/DSCP field in IP header: 0
Interval between sending packets: 20 ms

Opening socket
Sockets are open with sender ToS/DSCP set to 0
Starting to send
SeqNr 	 SendTime 	 ServerTime 	 ReceiveTime 	 Client->Server 	 Server->Client 	 RTT (all times in ns)
0;1741855309567838208;1741855309572843520;1741855309574431744;5005312;1588224;6593536
1;1741855309587820800;1741855309588804608;1741855309590014720;983808;1210112;2193920
2;1741855309607817984;1741855309608870400;1741855309610062080;1052416;1191680;2244096
3;1741855309627817472;1741855309628740608;1741855309629889536;923136;1148928;2072064
4;1741855309647816960;1741855309648686336;1741855309649837056;869376;1150720;2020096
5;1741855309667820800;1741855309668853760;1741855309670040064;1032960;1186304;2219264
6;1741855309687818240;1741855309688820992;1741855309690007552;1002752;1186560;2189312
7;1741855309707817728;1741855309708767488;1741855309710256384;949760;1488896;2438656
8;1741855309727817728;1741855309728812032;1741855309729934848;994304;1122816;2117120
9;1741855309747817728;1741855309748857344;1741855309750018816;1039616;1161472;2201088
10;1741855309767817984;1741855309770223616;1741855309771410944;2405632;1187328;3592960
11;1741855309787825408;1741855309788835584;1741855309790003456;1010176;1167872;2178048
12;1741855309807819520;1741855309808792064;1741855309809920000;972544;1127936;2100480
13;1741855309827819520;1741855309828912640;1741855309830086400;1093120;1173760;2266880
14;1741855309847819008;1741855309848799488;1741855309849996288;980480;1196800;2177280
15;1741855309867819264;1741855309868738304;1741855309871894272;919040;3155968;4075008
16;1741855309887819008;1741855309888862208;1741855309890007296;1043200;1145088;2188288
17;1741855309907819520;1741855309908688640;1741855309909920768;869120;1232128;2101248
18;1741855309927819520;1741855309928778752;1741855309929916928;959232;1138176;2097408
19;1741855309947819776;1741855309948738816;1741855309949850112;919040;1111296;2030336
20;1741855309967820032;1741855309969061376;1741855309970293760;1241344;1232384;2473728
21;1741855309987820032;1741855309988779008;1741855309989923584;958976;1144576;2103552
22;1741855310007820800;1741855310008989952;1741855310010171136;1169152;1181184;2350336
23;1741855310027820544;1741855310028724224;1741855310029901568;903680;1177344;2081024
24;1741855310047820800;1741855310048741888;1741855310049875456;921088;1133568;2054656
25;1741855310067821312;1741855310068701952;1741855310069823232;880640;1121280;2001920
26;1741855310087821824;1741855310091221504;1741855310092345344;3399680;1123840;4523520
27;1741855310107822592;1741855310108790016;1741855310110125056;967424;1335040;2302464
28;1741855310127822080;1741855310128836096;1741855310129967616;1014016;1131520;2145536
29;1741855310147822336;1741855310148755712;1741855310149872640;933376;1116928;2050304
30;1741855310167822336;1741855310168723200;1741855310169836544;900864;1113344;2014208
31;1741855310187822592;1741855310188769792;1741855310189890816;947200;1121024;2068224
32;1741855310207823360;1741855310208967424;1741855310212767488;1144064;3800064;4944128
33;1741855310227823616;1741855310228800512;1741855310229968128;976896;1167616;2144512
34;1741855310247823872;1741855310248786176;1741855310249976320;962304;1190144;2152448
35;1741855310267823872;1741855310268780800;1741855310269914880;956928;1134080;2091008
36;1741855310287824640;1741855310289270272;1741855310290453248;1445632;1182976;2628608
37;1741855310307824896;1741855310308718848;1741855310309823488;893952;1104640;1998592
38;1741855310327825152;1741855310328965376;1741855310330124032;1140224;1158656;2298880
39;1741855310347825664;1741855310348793856;1741855310349880320;968192;1086464;2054656
40;1741855310367825664;1741855310368773632;1741855310369836032;947968;1062400;2010368
41;1741855310387826176;1741855310389100032;1741855310390209536;1273856;1109504;2383360
42;1741855310407826688;1741855310408774144;1741855310409854464;947456;1080320;2027776
